1645	机动事件	111	116	地点	-1
1647	保障事件	0	20	发起者	[101.21212121212119 74.51515151515152 559.5454545454545 691.1818181818181]
1647	保障事件	44	48	承受者	-1
1647	保障事件	71	85	承受者	-1
1653	攻击事件	17	21	发起者	[16.831683168316832 58.29702970297029 632.1782178217821 299.38613861386136]
1653	攻击事件	17	21	发起者	[16.831683168316832 58.29702970297029 632.1782178217821 299.38613861386136]
1653	攻击事件	17	21	发起者	[16.831683168316832 58.29702970297029 632.1782178217821 299.38613861386136]
1653	攻击事件	26	31	承受者	-1
1653	攻击事件	26	31	承受者	-1
1653	攻击事件	26	31	承受者	-1
1656	攻击事件	0	10	发起者	-1
1656	攻击事件	0	10	发起者	-1
1656	攻击事件	0	10	发起者	-1
1656	攻击事件	15	26	使用器械	[16.666666666666664 18.679012345679013 177.77777777777777 138.4320987654321]
1656	攻击事件	15	26	使用器械	[16.666666666666664 18.679012345679013 177.77777777777777 138.4320987654321]
1656	攻击事件	15	26	使用器械	[16.666666666666664 18.679012345679013 177.77777777777777 138.4320987654321]
1656	攻击事件	44	58	承受者	-1
1656	攻击事件	44	58	承受者	-1
1656	攻击事件	44	58	承受者	-1
1656	攻击事件	59	70	发起者	[16.666666666666664 18.679012345679013 177.77777777777777 138.4320987654321]
1656	攻击事件	59	70	发起者	[16.666666666666664 18.679012345679013 177.77777777777777 138.4320987654321]
1656	攻击事件	59	70	发起者	[16.666666666666664 18.679012345679013 177.77777777777777 138.4320987654321]
1656	攻击事件	71	77	使用器械	-1
1656	攻击事件	71	77	使用器械	-1
1656	攻击事件	71	77	使用器械	-1
1656	攻击事件	85	91	承受者	-1
1656	攻击事件	85	91	承受者	-1
1656	攻击事件	85	91	承受者	-1
1657	防守事件	126	136	使用器械	[494.1666666666667 5.0 575.0 129.16666666666669]
1657	防守事件	141	143	承受者	[494.1666666666667 5.0 575.0 129.16666666666669]
1657	防守事件	75	85	时间	-1
1658	部署事件	0	5	时间	-1
1658	部署事件	26	33	时间	-1
1658	部署事件	37	39	承受者	-1
1658	部署事件	6	14	发起者	[43.82978723404255 32.06382978723404 537.0212765957447 238.44680851063828]
1660	攻击事件	45	57	使用器械	[193.05555555555554 228.62962962962962 486.1111111111111 394.8333333333333]
1660	部署事件	0	10	时间	-1
1660	部署事件	13	34	发起者	-1
1660	部署事件	35	41	地点	-1
1660	部署事件	59	64	时间	-1
1661	部署事件	56	63	发起者	[245.7142857142857 56.71428571428571 871.4285714285713 203.1428571428571]
1661	部署事件	89	96	承受者	-1
1662	部署事件	1	10	时间	-1
1662	部署事件	28	37	发起者	[21.93877551020408 28.163265306122447 622.9591836734694 413.36734693877554]
1662	部署事件	41	49	地点	-1
1664	部署事件	0	7	时间	-1
1664	部署事件	21	22	地点	-1
1664	部署事件	26	30	地点	-1
1664	部署事件	8	16	发起者	[60.617760617760624 82.23166023166024 461.3899613899614 164.4710424710425]
1664	防守事件	0	7	时间	-1
1664	防守事件	47	55	承受者	-1
1664	防守事件	8	16	发起者	[60.617760617760624 82.23166023166024 461.3899613899614 164.4710424710425]
1666	侦查事件	0	12	发起者	-1
1666	侦查事件	57	68	发起者	[320.6393442622951 178.5081967213115 740.3114754098361 700.6393442622951]
1668	攻击事件	0	12	发起者	[13.278008298755186 24.48962655601659 527.3858921161825 214.94605809128632]
1668	攻击事件	0	12	发起者	[13.278008298755186 24.48962655601659 527.3858921161825 214.94605809128632]
1668	攻击事件	0	12	发起者	[13.278008298755186 24.48962655601659 527.3858921161825 214.94605809128632]
1668	攻击事件	23	26	地点	-1
1668	攻击事件	23	26	地点	-1
1668	攻击事件	23	26	地点	-1
1668	攻击事件	27	33	承受者	-1
1668	攻击事件	27	33	承受者	-1
1668	攻击事件	27	33	承受者	-1
1669	部署事件	0	9	发起者	[4.166666666666666 45.49999999999999 591.2037037037037 358.46296296296293]
1669	部署事件	0	9	发起者	[4.166666666666666 45.49999999999999 591.2037037037037 358.46296296296293]
1669	部署事件	0	9	发起者	[4.166666666666666 45.49999999999999 591.2037037037037 358.46296296296293]
1669	部署事件	29	32	地点	-1
1669	部署事件	29	32	地点	-1
1669	部署事件	29	32	地点	-1
1669	部署事件	9	14	时间	-1
1669	部署事件	9	14	时间	-1
1669	部署事件	9	14	时间	-1
1673	攻击事件	18	30	承受者	-1
1673	攻击事件	2	13	发起者	[13.09090909090909 76.72727272727272 533.5454545454545 169.90909090909088]
1674	部署事件	0	13	发起者	[22.95918367346939 177.6530612244898 562.7551020408164 310.81632653061223]
1675	侦查事件	0	11	发起者	-1
1675	侦查事件	0	11	发起者	-1
1675	侦查事件	0	11	发起者	-1
1675	侦查事件	21	28	承受者	-1
1675	侦查事件	21	28	承受者	-1
1675	侦查事件	21	28	承受者	-1
1675	侦查事件	31	36	承受者	-1
1675	侦查事件	31	36	承受者	-1
1676	部署事件	132	141	地点	-1
1676	部署事件	35	50	发起者	[52.56410256410256 142.1282051282051 807.051282051282 378.025641025641]
1677	保障事件	11	15	发起者	[1.282051282051282 207.82051282051282 829 378]
1677	保障事件	36	40	发起者	[1.282051282051282 207.82051282051282 829 378]
1677	保障事件	43	48	发起者	-1
1677	保障事件	63	67	承受者	-1
1682	攻击事件	0	7	发起者	[109.4059405940594 42.287128712871294 612.8712871287129 392.78217821782175]
1682	攻击事件	18	19	承受者	-1
1683	部署事件	0	16	发起者	[85.25641025641025 170.43589743589743 772.4358974358975 424.9230769230769]
1683	部署事件	19	23	地点	-1
1683	防守事件	0	16	发起者	[85.25641025641025 170.43589743589743 772.4358974358975 424.9230769230769]
1683	防守事件	25	30	承受者	-1
1683	防守事件	48	54	使用器械	-1
1683	防守事件	55	63	使用器械	-1
1684	攻击事件	119	123	发起者	-1
1684	攻击事件	197	201	发起者	-1
1684	攻击事件	60	64	发起者	-1
1684	攻击事件	74	81	发起者	[25.555555555555554 77.11111111111111 683.3333333333334 376.55555555555554]
1685	部署事件	113	125	地点	-1
1685	部署事件	113	125	地点	-1
1685	部署事件	44	56	发起者	[88.88888888888889 228.37037037037038 901.4814814814814 393.55555555555554]
1685	部署事件	44	56	发起者	[88.88888888888889 228.37037037037038 901.4814814814814 393.55555555555554]
1685	部署事件	73	83	地点	-1
1686	攻击事件	14	25	发起者	-1
1686	攻击事件	26	34	发起者	[8.317460317460318 273.9047619047619 985.3015873015873 569.936507936508]
1686	攻击事件	39	45	承受者	-1
1688	攻击事件	50	55	发起者	[34.41935483870968 94.83870967741935 518.2903225806451 614.8387096774194]
1688	攻击事件	92	112	承受者	-1
1689	侦查事件	0	6	发起者	[16.336633663366335 54.851485148514854 627.2277227722773 277.1287128712871]
1690	攻击事件	0	10	时间	-1
1690	攻击事件	19	26	发起者	[307.14285714285717 59.22448979591837 543.3673469387755 273.51020408163265]
1690	攻击事件	43	71	承受者	-1
1691	攻击事件	0	6	发起者	-1
1691	攻击事件	26	36	使用器械	-1
1691	攻击事件	55	72	承受者	-1
1693	侦查事件	5	18	发起者	[42.38235294117647 151.1176470588235 949 564]
1694	攻击事件	10	14	发起者	-1
1694	攻击事件	16	19	发起者	[22.82758620689655 57.13793103448276 880.0689655172414 437.8275862068965]
1694	攻击事件	21	41	使用器械	-1
1694	攻击事件	80	85	承受者	-1
1695	部署事件	112	116	承受者	-1
1695	部署事件	73	80	发起者	[52.5 37.5 1062.5 452.5]
1698	部署事件	0	10	发起者	[146.7948717948718 131.4102564102564 757.6923076923076 351.9230769230769]
1705	攻击事件	14	24	承受者	-1
1705	攻击事件	2	9	时间	-1
1705	攻击事件	25	28	地点	-1
1705	攻击事件	42	48	发起者	-1
1705	攻击事件	50	60	使用器械	[0.9900990099009901 133.5049504950495 596.039603960396 298.8514851485148]
1706	部署事件	11	19	发起者	[97.39130434782608 96.82608695652172 1073.9130434782608 645.5217391304348]
1706	部署事件	33	42	时间	-1
1706	部署事件	44	47	地点	-1
1709	攻击事件	0	12	发起者	-1
1709	攻击事件	23	33	发起者	-1
1709	攻击事件	40	48	承受者	-1
1709	攻击事件	50	67	承受者	-1
1710	部署事件	42	53	地点	-1
1710	部署事件	7	26	发起者	[4.455445544554456 101.69306930693068 583.6633663366337 346.74257425742576]
1712	部署事件	30	40	发起者	[78.21782178217822 90.8019801980198 524.7524752475248 229.4158415841584]
1712	部署事件	7	25	地点	-1
1715	攻击事件	20	24	使用器械	-1
1715	攻击事件	27	42	承受者	-1
1715	攻击事件	7	9	发起者	[11.10762331838565 109.47085201793723 437.1165919282511 267.31838565022423]
1717	攻击事件	0	4	发起者	[8.333333333333332 35.78787878787878 488.25757575757575 211.5454545454545]
1717	攻击事件	0	4	发起者	[8.333333333333332 35.78787878787878 488.25757575757575 211.5454545454545]
1717	攻击事件	26	34	承受者	-1
1717	攻击事件	99	101	承受者	-1
1719	攻击事件	34	41	发起者	[2.4752475247524752 101.0891089108911 639.6039603960396 329.8019801980198]
1719	部署事件	34	41	发起者	[2.4752475247524752 101.0891089108911 639.6039603960396 329.8019801980198]
1721	侦查事件	0	3	发起者	[10.40875912408759 145.40875912408757 880.4817518248175 413.29197080291965]
1721	侦查事件	38	41	发起者	[10.40875912408759 145.40875912408757 880.4817518248175 413.29197080291965]
1721	侦查事件	56	58	承受者	[10.40875912408759 145.40875912408757 880.4817518248175 413.29197080291965]
1721	攻击事件	0	3	发起者	[10.40875912408759 145.40875912408757 880.4817518248175 413.29197080291965]
1721	攻击事件	38	41	发起者	[10.40875912408759 145.40875912408757 880.4817518248175 413.29197080291965]
1722	防守事件	0	6	发起者	[57.65384615384615 153.73076923076923 601.8846153846154 272.96153846153845]
1722	防守事件	0	6	发起者	[57.65384615384615 153.73076923076923 601.8846153846154 272.96153846153845]
1722	防守事件	19	33	承受者	-1
1722	防守事件	19	33	承受者	-1
1722	防守事件	8	17	使用器械	-1
1722	防守事件	8	17	使用器械	-1
1723	攻击事件	102	112	承受者	-1
1723	攻击事件	65	80	发起者	-1
1723	防守事件	0	5	发起者	[69.3069306930693 76.46534653465346 627.2277227722773 280.9207920792079]
1723	防守事件	32	36	承受者	-1
1725	攻击事件	46	50	发起者	[13.39622641509434 120.38364779874213 742.9559748427672 606.5471698113207]
1725	攻击事件	56	66	承受者	[13.39622641509434 120.38364779874213 742.9559748427672 606.5471698113207]
1728	攻击事件	0	7	发起者	[205.55555555555554 73.48148148148147 2361.111111111111 1514.2222222222222]
1728	攻击事件	63	69	使用器械	-1
1728	攻击事件	71	73	承受者	[205.55555555555554 73.48148148148147 2361.111111111111 1514.2222222222222]
1730	攻击事件	0	5	发起者	[71.96969696969697 212.15151515151513 889.3939393939394 413.66666666666663]
1732	攻击事件	0	19	发起者	-1
1732	攻击事件	43	45	承受者	-1
1732	攻击事件	48	50	承受者	-1
1734	防守事件	22	30	发起者	[2.225806451612903 9.86021505376344 280.18279569892474 135.1290322580645]
1734	防守事件	22	30	发起者	[2.225806451612903 9.86021505376344 280.18279569892474 135.1290322580645]
1734	防守事件	34	40	发起者	-1
1734	防守事件	34	40	发起者	-1
1734	防守事件	45	52	承受者	-1
1734	防守事件	45	55	承受者	-1
1734	防守事件	58	62	承受者	-1
1735	攻击事件	0	7	时间	-1
1735	攻击事件	17	25	地点	-1
1735	攻击事件	32	38	承受者	-1
1735	攻击事件	7	16	发起者	[286.04651162790697 172.93023255813955 438.95348837209303 271.7674418604651]
1736	机动事件	13	22	地点	-1
1737	攻击事件	0	20	发起者	[34.714285714285715 186.11904761904762 716.2619047619048 379.5714285714286]
1737	攻击事件	0	20	发起者	[34.714285714285715 186.11904761904762 716.2619047619048 379.5714285714286]
1737	攻击事件	61	67	承受者	-1
1737	攻击事件	61	67	承受者	-1
1737	攻击事件	68	75	承受者	-1
1737	攻击事件	68	75	承受者	-1
1738	侦查事件	8	15	发起者	[160.3960396039604 161.86138613861385 510.8910891089109 425.7227722772277]
1740	侦查事件	8	20	发起者	[56.93069306930693 42.43564356435643 534.6534653465346 401.84158415841586]
1740	侦查事件	92	96	承受者	-1
1741	部署事件	21	25	地点	-1
1741	部署事件	21	25	地点	-1
1741	部署事件	21	25	地点	-1
1741	部署事件	8	15	发起者	[24.607329842931936 13.999999999999993 327.4869109947644 161.12041884816753]
1741	部署事件	8	15	发起者	[24.607329842931936 13.999999999999993 327.4869109947644 161.12041884816753]
1741	部署事件	8	15	发起者	[24.607329842931936 13.999999999999993 327.4869109947644 161.12041884816753]
1742	部署事件	0	5	时间	-1
1742	部署事件	22	25	地点	-1
1742	部署事件	9	19	发起者	[208.02777777777777 84.97222222222223 794.1388888888889 445.3888888888889]
1744	攻击事件	0	7	发起者	[4.201550387596899 30.031007751937977 998.0 566.4651162790698]
1744	攻击事件	0	7	发起者	[4.201550387596899 30.031007751937977 998.0 566.4651162790698]
1744	攻击事件	140	147	发起者	[4.201550387596899 30.031007751937977 998.0 566.4651162790698]
1744	攻击事件	167	168	承受者	-1
1744	攻击事件	167	168	承受者	-1
1744	攻击事件	169	171	承受者	-1
1744	攻击事件	170	171	承受者	-1
1744	攻击事件	43	47	承受者	-1
1744	攻击事件	87	94	发起者	[4.201550387596899 30.031007751937977 998.0 566.4651162790698]
1745	攻击事件	0	29	发起者	[145.37037037037035 54.25925925925925 597.2222222222222 363.5185185185185]
1745	攻击事件	0	29	发起者	[145.37037037037035 54.25925925925925 597.2222222222222 363.5185185185185]
1745	攻击事件	115	123	承受者	-1
1745	攻击事件	115	123	承受者	-1
1745	攻击事件	72	76	承受者	-1
1745	攻击事件	72	76	承受者	-1
1746	防守事件	50	54	发起者	-1
1746	防守事件	58	64	使用器械	-1
1746	防守事件	66	68	承受者	-1
1747	侦查事件	143	147	发起者	[66.02564102564102 148.28205128205127 807.051282051282 326.48717948717945]
1747	侦查事件	143	147	发起者	[66.02564102564102 148.28205128205127 807.051282051282 326.48717948717945]
1747	侦查事件	153	159	承受者	-1
1747	侦查事件	153	159	承受者	-1
1747	侦查事件	2	4	发起者	[66.02564102564102 148.28205128205127 807.051282051282 326.48717948717945]
1747	侦查事件	210	214	发起者	[66.02564102564102 148.28205128205127 807.051282051282 326.48717948717945]
1748	机动事件	0	10	时间	-1
1748	机动事件	15	31	发起者	[150.0 115.5 1515.0 1075.5]
1748	机动事件	37	41	地点	-1
1750	攻击事件	108	114	承受者	-1
1750	攻击事件	89	96	使用器械	-1
1750	攻击事件	97	106	使用器械	-1
1754	部署事件	12	20	发起者	[86.94326241134752 2.9078014184397176 845.8085106382979 514]
1754	部署事件	12	20	发起者	[86.94326241134752 2.9078014184397176 845.8085106382979 514]
1754	部署事件	12	20	发起者	[86.94326241134752 2.9078014184397176 845.8085106382979 514]
1754	部署事件	21	27	地点	-1
1754	部署事件	21	27	地点	-1
1754	部署事件	21	27	地点	-1
1756	机动事件	18	25	发起者	[120.48062015503875 63.30232558139535 836.7596899224806 578.031007751938]
1756	机动事件	18	25	发起者	[120.48062015503875 63.30232558139535 836.7596899224806 578.031007751938]
1756	机动事件	18	25	发起者	[120.48062015503875 63.30232558139535 836.7596899224806 578.031007751938]
1756	机动事件	27	33	地点	-1
1756	机动事件	27	33	地点	-1
1756	机动事件	27	33	地点	-1
1756	机动事件	33	39	地点	-1
1756	机动事件	33	39	地点	-1
1756	机动事件	33	39	地点	-1
1757	侦查事件	2	14	发起者	[107.28571428571428 43.428571428571416 762.2857142857142 517.7142857142857]
1757	侦查事件	34	47	地点	-1
1757	侦查事件	51	58	承受者	-1
1758	攻击事件	0	7	发起者	[10.64638783269962 17.40304182509506 482.12927756653994 321.20532319391634]
1758	攻击事件	0	7	发起者	[10.64638783269962 17.40304182509506 482.12927756653994 321.20532319391634]
1758	攻击事件	0	7	发起者	[10.64638783269962 17.40304182509506 482.12927756653994 321.20532319391634]
1758	攻击事件	45	49	承受者	-1
1758	攻击事件	45	49	承受者	-1
1758	攻击事件	45	49	承受者	-1
1759	部署事件	0	11	时间	-1
1759	部署事件	12	16	发起者	[42.152466367713004 132.64125560538116 539.9103139013453 284.6591928251121]
1759	部署事件	19	32	地点	-1
1762	保障事件	105	109	时间	-1
1762	保障事件	117	122	发起者	[28.20567375886525 107.11347517730499 866.5035460992908 433.35460992907804]
1762	保障事件	136	138	承受者	-1
1762	保障事件	141	143	承受者	-1
1762	保障事件	17	22	发起者	[28.20567375886525 107.11347517730499 866.5035460992908 433.35460992907804]
1762	保障事件	98	103	发起者	[28.20567375886525 107.11347517730499 866.5035460992908 433.35460992907804]
1765	攻击事件	10	13	发起者	-1
1765	攻击事件	13	16	发起者	[262.5 112.83333333333334 1010.0 632.8333333333334]
1765	攻击事件	28	36	使用器械	-1
1765	攻击事件	40	42	承受者	-1
1768	攻击事件	0	10	时间	-1
1768	攻击事件	0	10	时间	-1
1768	攻击事件	0	10	时间	-1
1768	攻击事件	55	58	发起者	[8.910891089108912 116.1980198019802 596.5346534653465 392.43564356435644]
1768	攻击事件	55	58	发起者	[8.910891089108912 116.1980198019802 596.5346534653465 392.43564356435644]
1768	攻击事件	55	58	发起者	[8.910891089108912 116.1980198019802 596.5346534653465 392.43564356435644]
1768	攻击事件	59	62	地点	-1
1768	攻击事件	59	62	地点	-1
1768	攻击事件	59	62	地点	-1
1768	攻击事件	76	83	承受者	-1
1768	攻击事件	76	83	承受者	-1
1768	攻击事件	76	83	承受者	-1
1768	攻击事件	90	92	使用器械	-1
1768	攻击事件	90	92	使用器械	-1
1768	攻击事件	90	92	使用器械	-1
1769	部署事件	108	124	发起者	[119.1358024691358 50.96296296296296 785.1851851851851 417.6296296296296]
1769	部署事件	127	135	地点	-1
1769	部署事件	47	56	时间	-1
1773	部署事件	105	114	地点	-1
1773	部署事件	138	146	地点	-1
1773	部署事件	27	37	地点	-1
1773	部署事件	8	25	发起者	-1
1774	攻击事件	14	22	发起者	[60.80402010050251 19.743718592964825 551.7587939698492 387.08040201005025]
1774	攻击事件	2	9	时间	-1
1774	攻击事件	37	43	使用器械	-1
1774	攻击事件	44	49	地点	-1
1774	攻击事件	49	54	承受者	-1
1775	保障事件	33	39	承受者	[23.766816143497756 142.39461883408072 555.6053811659193 267.5067264573991]
1775	保障事件	4	17	发起者	[23.766816143497756 142.39461883408072 555.6053811659193 267.5067264573991]
1775	保障事件	47	49	承受者	[23.766816143497756 142.39461883408072 555.6053811659193 267.5067264573991]
1775	部署事件	20	23	地点	-1
1775	部署事件	4	17	发起者	[23.766816143497756 142.39461883408072 555.6053811659193 267.5067264573991]
1777	侦查事件	0	5	时间	-1
1777	侦查事件	20	30	发起者	-1
1777	侦查事件	31	35	承受者	-1
1779	部署事件	0	10	时间	-1
1779	部署事件	13	21	发起者	[39.35185185185185 192.05555555555554 597.6851851851851 365.2037037037037]
1779	部署事件	24	36	地点	-1
1780	攻击事件	14	17	发起者	[48.4304932735426 142.60986547085201 328.2511210762332 282.07174887892376]
1780	攻击事件	14	17	发起者	[48.4304932735426 142.60986547085201 328.2511210762332 282.07174887892376]
1780	攻击事件	14	17	发起者	[48.4304932735426 142.60986547085201 328.2511210762332 282.07174887892376]
1780	攻击事件	23	31	使用器械	-1
1780	攻击事件	23	31	使用器械	-1
1780	攻击事件	23	31	使用器械	-1
1780	攻击事件	32	40	地点	-1
1780	攻击事件	32	40	地点	-1
1780	攻击事件	32	40	地点	-1
1780	攻击事件	47	55	承受者	-1
1780	攻击事件	47	55	承受者	-1
1780	攻击事件	47	55	承受者	-1
1782	攻击事件	0	14	发起者	[14.851485148514852 113.56435643564356 627.7227722772277 374.45544554455444]
1782	攻击事件	29	40	承受者	-1
1783	攻击事件	0	11	时间	-1
1783	攻击事件	0	11	时间	-1
1783	攻击事件	0	11	时间	-1
1783	攻击事件	15	35	发起者	-1
1783	攻击事件	15	35	发起者	-1
1783	攻击事件	15	35	发起者	-1
1783	攻击事件	64	68	使用器械	[237.49999999999997 7.2777777777777715 361.5740740740741 98.94444444444443]
1783	攻击事件	64	68	使用器械	[237.49999999999997 7.2777777777777715 361.5740740740741 98.94444444444443]
1783	攻击事件	64	68	使用器械	[237.49999999999997 7.2777777777777715 361.5740740740741 98.94444444444443]
1783	攻击事件	81	86	承受者	-1
1783	攻击事件	81	86	承受者	-1
1783	攻击事件	81	86	承受者	-1
1786	部署事件	0	10	时间	-1
1786	部署事件	0	10	时间	-1
1786	部署事件	0	10	时间	-1
1786	部署事件	23	46	发起者	[43.51851851851852 62.074074074074076 559.2592592592592 166.24074074074073]
1786	部署事件	23	46	发起者	[43.51851851851852 62.074074074074076 559.2592592592592 166.24074074074073]
1786	部署事件	23	46	发起者	[43.51851851851852 62.074074074074076 559.2592592592592 166.24074074074073]
1786	部署事件	53	62	地点	-1
1786	部署事件	53	62	地点	-1
1786	部署事件	53	62	地点	-1
1787	机动事件	0	10	时间	-1
1787	机动事件	0	10	时间	-1
1787	机动事件	0	10	时间	-1
1787	机动事件	11	20	发起者	-1
1787	机动事件	11	20	发起者	-1
1787	机动事件	11	20	发起者	-1
1787	机动事件	22	28	发起者	[73.09417040358744 92.86995515695067 482.51121076233187 232.78026905829597]
1787	机动事件	22	28	发起者	[73.09417040358744 92.86995515695067 482.51121076233187 232.78026905829597]
1787	机动事件	22	28	发起者	[73.09417040358744 92.86995515695067 482.51121076233187 232.78026905829597]
1787	机动事件	32	37	地点	-1
1787	机动事件	32	37	地点	-1
1787	机动事件	32	37	地点	-1
1787	机动事件	37	43	地点	-1
1787	机动事件	37	43	地点	-1
1787	机动事件	37	43	地点	-1
1789	攻击事件	0	19	发起者	[1.8518518518518516 42.77777777777777 795.0617283950617 361.29629629629625]
1789	攻击事件	37	48	使用器械	-1
1789	攻击事件	73	84	使用器械	-1
1789	攻击事件	87	91	承受者	-1
1792	攻击事件	21	30	使用器械	-1
1792	攻击事件	31	43	使用器械	-1
1792	攻击事件	4	18	发起者	[71.42857142857142 62.71428571428571 817.1428571428571 387.71428571428567]
1792	攻击事件	48	57	承受者	-1
1793	攻击事件	11	20	发起者	[32.67326732673267 1.1683168316831711 639 201]
1793	攻击事件	11	20	发起者	[32.67326732673267 1.1683168316831711 639 201]
1793	攻击事件	11	20	发起者	[32.67326732673267 1.1683168316831711 639 201]
1793	攻击事件	2	10	使用器械	[180.1980198019802 277.4059405940594 250.990099009901 303.64356435643566]
1793	攻击事件	2	10	使用器械	[180.1980198019802 277.4059405940594 250.990099009901 303.64356435643566]
